"Species2","Sahara","Arabian","Thar","Gobi","Chihuahuan","Great_Basin","Kalahari","Atacama","Patagonian","Great_Australian","Family2","Order2","Avibase.ID2","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand-Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle"
"Cistothorus palustris",0,0,0,0,1,1,0,0,0,0,"Troglodytidae","Passeriformes","AVIBASE-787E0536",4,2,2,0,4,16,9.9,2.7,3.4,19.2,48.4,9.7,38.7,20,39.5,10.8,"Dunning","NA","NO","NA","NA","Wetland",3,"2","Carnivore","Invertivore","Insessorial"
"Cistothorus platensis",0,0,0,0,1,0,0,0,1,0,"Troglodytidae","Passeriformes","AVIBASE-CB4C1514",10,0,0,10,8,14.9,7.7,2.3,2.9,20.3,45.7,6.1,39.6,13.4,47.2,9,"Dunning","NA","NO","NA","NA","Grassland",3,"2","Carnivore","Invertivore","Insessorial"
"Cladorhynchus leucocephalus",0,0,0,0,0,0,0,0,0,1,"Recurvirostridae","Charadriiformes","AVIBASE-9A90A865",5,0,0,5,3,72.2,57.2,4.4,4,82.8,196.4,102.3,94.5,52,77.4,216,"Dunning","NA","NO","NA","NA","Wetland",3,"1","Carnivore","Aquatic predator","Terrestrial"
"Clamator glandarius",1,1,0,0,0,0,1,0,0,0,"Cuculidae","Cuculiformes","AVIBASE-3D67C56A",5,2,2,1,4,29.8,18.7,8.1,8.4,33.4,194,80.9,112.1,41.9,197.2,143,"Dunning","NA","NO","NA","NA","Shrubland",2,"3","Carnivore","Invertivore","Insessorial"
"Clamator jacobinus",1,1,1,0,0,0,1,0,0,0,"Cuculidae","Cuculiformes","AVIBASE-BF0A0954",6,3,3,0,4,24.7,15.6,6.8,7.9,28.7,145.2,50.6,92.9,35.2,160.8,79.4,"Dunning","NA","NO","NA","NA","Grassland",2,"3","Carnivore","Invertivore","Insessorial"
"Clamator levaillantii",1,0,0,0,0,0,1,0,0,0,"Cuculidae","Cuculiformes","AVIBASE-3C8C3A31",5,2,3,0,4,28,17.9,7.5,8.8,30.6,174.4,46.6,127.4,26.8,215.2,122,"Dunning","NA","NO","NA","NA","Grassland",2,"3","Carnivore","Invertivore","Insessorial"
"Clangula hyemalis",0,0,0,0,1,1,0,0,0,0,"Anatidae","Anseriformes","AVIBASE-AF0C7BDE",12,6,6,0,4,32.1,19.2,16,11.9,33.1,215.6,108.5,105,50.9,130.8,871,"Dunning","NA","NO","NA","NA","Wetland",3,"3","Carnivore","Aquatic predator","Aquatic"
"Climacteris affinis",0,0,0,0,0,0,0,0,0,1,"Climacteridae","Passeriformes","AVIBASE-76842795",11,5,6,0,4,17.5,9.1,3.2,3,19.2,84.8,23.9,61.4,27.9,58.4,21.7,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Carnivore","Invertivore","Insessorial"
"Climacteris melanurus",0,0,0,0,0,0,0,0,0,1,"Climacteridae","Passeriformes","AVIBASE-49F0A05B",8,3,5,0,4,19.7,10.7,4.2,4,22.4,92.2,21.8,71.2,23.4,67,31.9,"Dunning","NA","NO","NA","NA","Forest",2,"1","Carnivore","Invertivore","Insessorial"
"Climacteris picumnus",0,0,0,0,0,0,0,0,0,1,"Climacteridae","Passeriformes","AVIBASE-B3CBAA5C",10,5,5,0,4,18.6,10,3.4,3.6,23.2,89,23.1,65.9,25.9,63.4,28.9,"Dunning","NA","NO","NA","NA","Forest",2,"1","Carnivore","Invertivore","Insessorial"
"Climacteris rufus",0,0,0,0,0,0,0,0,0,1,"Climacteridae","Passeriformes","AVIBASE-F0A4903D",10,5,5,0,4,19.7,10.4,3.6,3.6,23.2,87.3,24.6,64.4,27.5,61.6,32.6,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Carnivore","Invertivore","Insessorial"
"Coccothraustes coccothraustes",1,1,0,1,0,0,0,0,0,0,"Fringillidae","Passeriformes","AVIBASE-84E1F114",23,8,15,0,10,23,16.6,12,15,21,102,33.6,68.6,32.9,57.2,56.6,"Dunning","NA","NO","NA","NA","Forest",1,"2","Herbivore","Omnivore","Insessorial"
"Coccyzus americanus",0,0,0,0,1,1,0,1,0,0,"Cuculidae","Cuculiformes","AVIBASE-0CF12F81",12,3,7,2,4,29.2,20,7,8.2,24.5,143.4,62.4,82.6,43,146.3,64,"Dunning","NA","NO","NA","NA","Forest",1,"3","Carnivore","Invertivore","Insessorial"
"Coccyzus erythropthalmus",0,0,0,0,1,0,0,0,0,0,"Cuculidae","Cuculiformes","AVIBASE-41E9F54B",5,2,3,0,4,27,17,5.7,6.6,22.9,136.9,55.3,80.3,40.8,143.4,50.9,"Dunning","NA","NO","NA","NA","Forest",1,"3","Carnivore","Invertivore","Insessorial"
"Coccyzus melacoryphus",0,0,0,0,0,0,0,0,1,0,"Cuculidae","Cuculiformes","AVIBASE-5426F64E",18,8,7,3,4,25,17.9,6.2,7.7,24.5,116.3,32,84.3,27.5,139.2,49.7,"Dunning","NA","NO","NA","NA","Woodland",1,"1","Carnivore","Invertivore","Insessorial"
"Colaptes auratus",0,0,0,0,1,1,0,0,0,0,"Picidae","Piciformes","AVIBASE-75600969",30,15,15,0,24,40.2,29.4,8.5,7.9,28.7,156.9,38.3,119.2,24.3,109.5,131.5,"Dunning","NA","NO","NA","NA","Shrubland",2,"2","Carnivore","Invertivore","Generalist"
"Colaptes campestris",0,0,0,0,0,0,0,0,1,0,"Picidae","Piciformes","AVIBASE-C9C6D042",11,5,6,0,8,39.4,28.4,9.9,9.3,30.3,161.5,33,127.8,20.5,112,158,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Carnivore","Invertivore","Terrestrial"
"Colaptes melanochloros",0,0,0,0,0,0,0,0,1,0,"Picidae","Piciformes","AVIBASE-9D957919",16,7,9,0,12,32.8,24.3,8.6,8.1,23.8,138.3,21.1,116.4,15.2,93.2,127.3,"Dunning","NA","NO","NA","NA","Forest",2,"1","Carnivore","Invertivore","Insessorial"
"Colaptes pitius",0,0,0,0,0,0,0,0,1,0,"Picidae","Piciformes","AVIBASE-F5BEB645",4,2,2,0,4,42.4,32.8,9.4,8.3,28.6,151.5,37.8,113.8,25,110,159,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Carnivore","Invertivore","Terrestrial"
"Colaptes rupicola",0,0,0,0,0,0,0,1,0,0,"Picidae","Piciformes","AVIBASE-12DFD1C8",10,5,4,1,9,50.9,41,10.9,9.6,30.1,167.2,36.4,131.2,21.7,117.6,174,"Dunning","NA","NO","NA","NA","Grassland",2,"1","Carnivore","Invertivore","Terrestrial"
"Colibri coruscans",0,0,0,0,0,0,0,1,0,0,"Trochilidae","Caprimulgiformes","AVIBASE-51F7C361",28,4,5,19,10,29.1,22.4,2.9,2.5,5.6,75.4,47.5,28.5,62.5,51.4,6.7,"Dunning","NA","NO","NA","NA","Human Modified",2,"1","Herbivore","Nectarivore","Aerial"
"Colibri thalassinus",0,0,0,0,1,0,0,0,0,0,"Trochilidae","Caprimulgiformes","AVIBASE-B9BA2058",2,1,1,0,1,23.9,20,2,1.8,6.1,63,33.2,24.8,57.2,42,5.9,"Dunning","NA","NO","NA","NA","Forest",2,"1","Herbivore","Nectarivore","Aerial"
"Colinus virginianus",0,0,0,0,1,1,0,0,0,0,"Odontophoridae","Galliformes","AVIBASE-91CCBC71",4,2,2,0,4,14.9,8.6,7,8.4,29.6,109.8,30.3,79.4,27.6,56.8,171.9,"Dunning","NA","NO","NA","NA","Human Modified",2,"1","Herbivore","Omnivore","Terrestrial"
"Colius colius",0,0,0,0,0,0,1,0,0,0,"Coliidae","Coliiformes","AVIBASE-CFDC57C6",7,3,2,2,4,13.6,9.3,6.9,7.9,20.8,86.9,25.9,62.3,29.4,208.3,41.4,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Herbivore","Frugivore","Insessorial"
"Colius striatus",1,1,0,0,0,0,0,0,0,0,"Coliidae","Coliiformes","AVIBASE-1FDDABDB",14,7,7,0,4,14.9,9.4,6.5,7.5,22.6,94.8,23.1,72,24.4,195,51.1,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Herbivore","Frugivore","Insessorial"
"Colluricincla harmonica",0,0,0,0,0,0,0,0,0,1,"Pachycephalidae","Passeriformes","AVIBASE-AD4D85BB",19,7,12,0,4,26.4,14.6,5.5,7.9,31.1,123.2,23.9,100.5,19.2,102.1,65.8,"Dunning","NA","NO","NA","NA","Forest",2,"1","Carnivore","Invertivore","Insessorial"
"Colluricincla woodwardi",0,0,0,0,0,0,0,0,0,1,"Pachycephalidae","Passeriformes","AVIBASE-8A05845F",13,4,9,0,4,29.9,16.7,5.8,7.2,29.9,123.2,17.4,107.1,13.9,112.1,54.5,"Dunning","NA","NO","NA","NA","Rock",2,"1","Carnivore","Invertivore","Terrestrial"
"Colorhamphus parvirostris",0,0,0,0,0,0,0,0,1,0,"Tyrannidae","Passeriformes","AVIBASE-BB5C6141",5,2,3,0,4,11.5,6,3.4,2.8,17.5,61.3,11.1,50,18.2,53.2,10.6,"Dunning","NA","NO","NA","NA","Forest",1,"3","Carnivore","Invertivore","Insessorial"
"Columba arquatrix",0,1,0,0,0,0,0,0,0,0,"Columbidae","Columbiformes","AVIBASE-EEDB8253",9,4,5,0,4,27.9,12.8,4.3,5.9,28.3,225.4,84.3,143.1,37.1,131.7,400,"Dunning","NA","NO","NA","NA","Forest",2,"1","Herbivore","Frugivore","Insessorial"
"Columba eversmanni",0,0,1,0,0,0,0,0,0,0,"Columbidae","Columbiformes","AVIBASE-38AA824B",5,2,3,0,4,18.9,10.6,3.8,3.9,26.4,203.6,97.5,108.8,47.2,96,202,"Dunning","NA","NO","NA","NA","Desert",2,"3","Herbivore","Granivore","Terrestrial"
"Columba guinea",1,1,0,0,0,0,1,0,0,0,"Columbidae","Columbiformes","AVIBASE-A6EA9F02",9,4,5,0,4,25,13.3,4.1,4.9,28.8,228.3,93.2,134.2,41,117.8,352,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Herbivore","Granivore","Terrestrial"
"Columba livia",1,1,1,1,1,1,1,1,1,1,"Columbidae","Columbiformes","AVIBASE-BBA263C2",12,2,8,2,10,23.2,12.1,4.3,5,26.5,219.6,98.8,120.4,45.1,105.5,354.2,"Dunning","NA","NO","NA","NA","Human Modified",3,"1","Herbivore","Granivore","Terrestrial"
"Columba palumbus",1,1,0,1,0,0,0,0,0,0,"Columbidae","Columbiformes","AVIBASE-760F307A",14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Herbivore","Omnivore","Terrestrial"
"Columba rupestris",0,0,0,1,0,0,0,0,0,0,"Columbidae","Columbiformes","AVIBASE-BF20B94D",5,2,2,1,4,20.2,11.1,3.9,4.4,27.5,222.8,105.5,111.5,48.6,113,245.4,"Dunning","NA","NO","NA","NA","Rock",3,"1","Herbivore","Granivore","Terrestrial"
"Conirostrum binghami",0,0,0,0,0,0,0,1,0,0,"Thraupidae","Passeriformes","AVIBASE-9529362D",5,1,2,2,4,22.9,13.6,3.9,4.8,21,86,20,65,23.5,57.2,25,"Dunning","NA","NO","NA","NA","Forest",2,"1","Carnivore","Invertivore","Insessorial"
"Conirostrum cinereum",0,0,0,0,0,0,0,1,0,0,"Thraupidae","Passeriformes","AVIBASE-CB5F3DD1",21,6,5,10,11,11.9,7,2.6,3.2,18.5,61.8,12.6,49.2,20.4,53.4,8.8,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Omnivore","Invertivore","Insessorial"
"Conirostrum tamarugense",0,0,0,0,0,0,0,1,0,0,"Thraupidae","Passeriformes","AVIBASE-AD3D0CE9",5,2,3,0,4,10.4,7,2.7,3.1,15.7,63.2,13,50.3,20.5,52.9,10.5,"Dunning","NA","NO","NA","NA","Forest",1,"2","Carnivore","Invertivore","Insessorial"
"Conopophila rufogularis",0,0,0,0,0,0,0,0,0,1,"Meliphagidae","Passeriformes","AVIBASE-D06D4369",16,6,10,0,4,13.3,6.8,2.6,2.9,18.1,69.8,12.3,53.2,18.8,44.3,10.8,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Omnivore","Invertivore","Insessorial"
"Conopophila whitei",0,0,0,0,0,0,0,0,0,1,"Meliphagidae","Passeriformes","AVIBASE-DA492C3A",7,1,6,0,3,11.5,5.9,2.5,2.8,16.1,61.9,10.3,52,16.5,42.1,9.8,"Dunning","NA","NO","NA","NA","Woodland",2,"2","Carnivore","Invertivore","Insessorial"
"Contopus cooperi",0,0,0,0,1,1,0,0,0,0,"Tyrannidae","Passeriformes","AVIBASE-951C150C",8,3,4,1,4,19.9,12.2,8.5,6.5,14.7,104.7,38.5,63.2,37.9,68.8,32.1,"Dunning","NA","NO","NA","NA","Forest",1,"3","Carnivore","Invertivore","Insessorial"
"Contopus sordidulus",0,0,0,0,1,1,0,0,0,0,"Tyrannidae","Passeriformes","AVIBASE-F6CA75F0",14,5,5,4,4,16.4,9.2,6.4,4.1,13.8,82.6,29,57.7,33.5,60.2,13.1,"Dunning","NA","NO","NA","NA","Forest",1,"3","Carnivore","Invertivore","Insessorial"
"Contopus virens",0,0,0,0,1,0,0,0,0,0,"Tyrannidae","Passeriformes","AVIBASE-9891BF73",19,3,7,9,4,14.3,10,6.3,4,14.2,81,25.6,57,31,62.7,13.9,"Dunning","NA","NO","NA","NA","Forest",1,"3","Carnivore","Invertivore","Insessorial"
"Copsychus saularis",0,0,1,0,0,0,0,0,0,0,"Muscicapidae","Passeriformes","AVIBASE-D112C938",17,3,13,1,15,23.2,15,5.4,5.8,29.5,97.5,18.7,79.2,19.1,84,36,"Dunning","NA","NO","NA","NA","Woodland",1,"1","Carnivore","Invertivore","Terrestrial"
"Coracias abyssinicus",1,1,0,0,0,0,0,0,0,0,"Coraciidae","Coraciiformes","AVIBASE-E7C7EE3A",6,3,2,1,4,35.8,24.3,9.2,12.5,22.1,155.2,46.5,107.5,30.2,124.8,102,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Carnivore","Invertivore","Insessorial"
"Coracias benghalensis",0,1,1,0,0,0,0,0,0,0,"Coraciidae","Coraciiformes","AVIBASE-4F404CB9",13,9,4,0,13,41.4,28.5,10.1,14.2,24.5,180.1,52.1,127.9,29,121.9,157.5,"Dunning","NA","NO","NA","NA","Human Modified",2,"2","Carnivore","Omnivore","Insessorial"
"Coracias caudatus",0,0,0,0,0,0,1,0,0,0,"Coraciidae","Coraciiformes","AVIBASE-9E9B6EF9",10,4,6,0,4,40.4,25.2,9,12.6,22.5,161.2,52.8,109.2,32.5,121.2,110,"Dunning","NA","NO","NA","NA","Shrubland",2,"2","Carnivore","Omnivore","Insessorial"
"Coracias cyanogaster",1,0,0,0,0,0,0,0,0,0,"Coraciidae","Coraciiformes","AVIBASE-306C892E",4,2,2,0,4,39.3,25.6,9.8,14.3,25.4,173.5,51.5,122,29.7,97.8,142,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Carnivore","Invertivore","Insessorial"
"Coracias garrulus",1,1,1,0,0,0,1,0,0,0,"Coraciidae","Coraciiformes","AVIBASE-7451A628",6,3,3,0,4,40.2,26.9,9.8,12.9,23.7,190.8,72.6,120.7,37.5,122.6,146,"Dunning","NA","NO","NA","NA","Woodland",2,"3","Carnivore","Invertivore","Insessorial"
"Coragyps atratus",0,0,0,0,1,0,0,0,1,0,"Cathartidae","Cathartiformes","AVIBASE-4FF7DE80",8,0,3,5,4,60,35,14.8,16.1,76.1,410.1,58.4,352.6,14.3,180,1881.7,"Dunning","NA","NO","NA","NA","Human Modified",3,"2","Omnivore","Scavenger","Terrestrial"
"Corvus albicollis",0,0,0,0,0,0,1,0,0,0,"Corvidae","Passeriformes","AVIBASE-EA326EA2",15,4,11,0,4,65.9,42.4,19.6,34,75.2,417.1,164.6,250.6,39.6,165.6,894,"Dunning","NA","NO","NA","NA","Rock",3,"2","Omnivore","Omnivore","Terrestrial"
"Corvus albus",1,0,0,0,0,0,1,0,0,0,"Corvidae","Passeriformes","AVIBASE-34D538E1",14,5,9,0,4,60.4,38.5,15.6,20.6,61.5,353.3,147.9,205.3,41.9,177.2,524,"Dunning","NA","NO","NA","NA","Shrubland",3,"2","Carnivore","Omnivore","Terrestrial"
"Corvus bennetti",0,0,0,0,0,0,0,0,0,1,"Corvidae","Passeriformes","AVIBASE-4DADACA1",10,5,5,0,4,50.7,32,13.4,16.6,55.4,313.5,129.5,184.9,41.1,173.3,389,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Omnivore","Omnivore","Generalist"
"Corvus brachyrhynchos",0,0,0,0,1,1,0,0,0,0,"Corvidae","Passeriformes","AVIBASE-69544B59",26,8,17,1,8,49.9,33.2,13.9,16.6,55,293.5,106.9,186.2,36.5,167.1,448.8,"Dunning","NA","NO","NA","NA","Human Modified",2,"2","Omnivore","Omnivore","Terrestrial"
"Corvus capensis",0,0,0,0,0,0,1,0,0,0,"Corvidae","Passeriformes","AVIBASE-562E17AB",14,4,10,0,4,62.9,46.5,14.5,16,65.6,322.2,114.5,209.2,35.4,164.7,553,"Dunning","NA","NO","NA","NA","Grassland",3,"2","Omnivore","Omnivore","Terrestrial"
"Corvus corax",1,1,1,1,1,1,0,0,0,0,"Corvidae","Passeriformes","AVIBASE-B9B272F4",46,15,31,0,10,77,49.2,21.9,27.9,67.1,419.7,167.2,252.7,39.8,228.7,928,"Dunning","NA","NO","NA","NA","Forest",3,"2","Omnivore","Omnivore","Terrestrial"
"Corvus cornix",1,1,0,0,0,0,0,0,0,0,"Corvidae","Passeriformes","AVIBASE-F13D8350",11,2,9,0,0,56,35.9,15.9,18.6,60,327.8,119.7,210.1,36.3,177.2,426.5,"Updated_literature","Dunning (2021)","YES","Beak Nares","Corvus corone (sensu lato)","Human Modified",3,"1","Carnivore","Omnivore","Terrestrial"
"Corvus corone",0,0,0,1,0,0,0,0,0,0,"Corvidae","Passeriformes","AVIBASE-26FB62DA",9,4,5,0,0,55.3,35.9,13.7,18.6,59.1,333.5,119.3,214,35.8,192.9,570,"Dunning","NA","YES","Beak Nares","Corvus corone (sensu lato)","Human Modified",3,"1","Carnivore","Omnivore","Terrestrial"
"Corvus coronoides",0,0,0,0,0,0,0,0,0,1,"Corvidae","Passeriformes","AVIBASE-1D45897E",16,6,10,0,4,61.1,39.8,16.2,20.1,63.6,356.1,147.8,211.6,41.1,198.7,644.3,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Omnivore","Omnivore","Generalist"
"Corvus cryptoleucus",0,0,0,0,1,0,0,0,0,0,"Corvidae","Passeriformes","AVIBASE-F3B84E07",10,3,7,0,4,55.8,34.3,17.2,20.1,59.5,351.1,146.7,204.4,41.7,181.5,533.5,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Carnivore","Omnivore","Terrestrial"
"Corvus frugilegus",0,1,0,1,0,0,0,0,0,0,"Corvidae","Passeriformes","AVIBASE-1078FFEA",36,12,24,0,10,59.5,39.1,14.8,18.3,55.7,312.3,127.8,184.2,41,166.8,452.1,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Omnivore","Omnivore","Terrestrial"
"Corvus macrorhynchos",0,0,1,1,0,0,0,0,0,0,"Corvidae","Passeriformes","AVIBASE-F4C4F838",63,18,42,3,26,62,42.3,17.4,21.9,57,318.6,111.2,207.6,34.8,182.9,513.1,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Omnivore","Omnivore","Generalist"
"Corvus mellori",0,0,0,0,0,0,0,0,0,1,"Corvidae","Passeriformes","AVIBASE-DE78C792",13,6,7,0,4,55.4,36.2,13.6,17.9,59,330.8,130.4,199.4,39.5,184.7,540.4,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Omnivore","Omnivore","Generalist"
"Corvus orru",0,0,0,0,0,0,0,0,0,1,"Corvidae","Passeriformes","AVIBASE-3E47E56F",18,7,11,0,4,60.1,41.1,16.5,20.2,57,327.4,118.7,204.5,36.7,166.7,508,"Dunning","NA","NO","NA","NA","Forest",2,"1","Omnivore","Omnivore","Generalist"
"Corvus rhipidurus",1,1,0,0,0,0,0,0,0,0,"Corvidae","Passeriformes","AVIBASE-32C216E2",13,4,9,0,4,56.4,34.5,16.4,21.9,62,373.1,131.8,241.2,35.4,149.1,611,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Omnivore","Omnivore","Terrestrial"
"Corvus ruficollis",1,1,0,0,0,0,0,0,0,0,"Corvidae","Passeriformes","AVIBASE-F2024545",15,4,11,0,4,67.7,41.5,17.1,22,66.1,385.5,177.4,207.2,45.7,191.8,573.5,"Updated_literature","BoW","NO","NA","NA","Desert",3,"1","Omnivore","Omnivore","Terrestrial"
"Corvus splendens",1,1,1,0,0,0,0,0,0,0,"Corvidae","Passeriformes","AVIBASE-39868903",25,6,17,2,13,49.7,31.5,13.9,16.7,45.9,258.2,93.8,163.9,36.3,151.9,292.6,"Dunning","NA","NO","NA","NA","Human Modified",3,"1","Omnivore","Omnivore","Terrestrial"
"Corythaixoides concolor",0,0,0,0,0,0,1,0,0,0,"Musophagidae","Musophagiformes","AVIBASE-DEBCA587",5,2,3,0,4,25.7,12.7,8,13.3,39.5,215.4,39.8,177.2,18.3,241,258,"Dunning","NA","NO","NA","NA","Grassland",2,"1","Herbivore","Frugivore","Insessorial"
"Corythornis cristatus",1,0,0,0,0,0,1,0,0,0,"Alcedinidae","Coraciiformes","AVIBASE-7149F93D",10,3,6,1,9,34,26.6,5.6,6.7,8.4,55.7,12,44.2,21.4,26.6,15.7,"Dunning","NA","NO","NA","NA","Wetland",2,"1","Carnivore","Aquatic predator","Insessorial"
"Coscoroba coscoroba",0,0,0,0,0,0,0,0,1,0,"Anatidae","Anseriformes","AVIBASE-A3A0E8FE",4,2,2,0,4,63.8,40.3,27.1,19.2,81.9,421.2,180.5,240.8,42.9,130,4294.8,"Dunning","NA","NO","NA","NA","Wetland",3,"2","Omnivore","Aquatic predator","Terrestrial"
"Cossypha caffra",0,0,0,0,0,0,1,0,0,0,"Muscicapidae","Passeriformes","AVIBASE-A38BABE1",8,4,4,0,4,18.8,10,3.6,4,29.1,80.8,11.8,69,14.6,74.6,28.5,"Dunning","NA","NO","NA","NA","Forest",2,"1","Carnivore","Invertivore","Generalist"
"Cossypha heuglini",1,0,0,0,0,0,0,0,0,0,"Muscicapidae","Passeriformes","AVIBASE-16BD42DD",13,5,7,1,6,19.5,10.3,4,4.5,29.8,95.4,14.5,80.6,15.3,85.5,34.8,"Dunning","NA","NO","NA","NA","Riverine",2,"1","Carnivore","Invertivore","Terrestrial"
"Cossypha niveicapilla",1,0,0,0,0,0,0,0,0,0,"Muscicapidae","Passeriformes","AVIBASE-BB05D1FC",10,5,5,0,4,20.5,11,4.4,4.8,28.6,97.8,17.6,80.3,17.9,92.4,36.7,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Carnivore","Invertivore","Generalist"
"Coturnix coromandelica",0,0,1,0,0,0,0,0,0,0,"Phasianidae","Galliformes","AVIBASE-A6F042E2",4,2,2,0,4,13.6,7,4.7,4.8,23.1,88.2,32,56.3,36.2,28.5,73.8,"Dunning","NA","NO","NA","NA","Grassland",3,"2","Herbivore","Granivore","Terrestrial"
"Coturnix coturnix",1,1,1,0,0,0,1,0,0,0,"Phasianidae","Galliformes","AVIBASE-CAFE345D",15,5,8,2,4,15.6,7.7,5.5,5.2,24.5,106.2,43.2,62.4,41,38.3,96.3,"Dunning","NA","NO","NA","NA","Human Modified",3,"3","Herbivore","Granivore","Terrestrial"
"Coturnix delegorguei",0,1,0,0,0,0,1,0,0,0,"Phasianidae","Galliformes","AVIBASE-0CA903BB",5,2,3,0,4,13.5,7.2,4.8,5.2,23.1,90.6,33.9,56.3,37.6,31.2,76,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Herbivore","Granivore","Terrestrial"
"Coturnix japonica",0,0,0,1,0,0,0,0,0,0,"Phasianidae","Galliformes","AVIBASE-110CF425",5,2,3,0,4,14.6,7.7,4.6,5.2,24.3,97,38,58.5,39.4,35.4,94.8,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Herbivore","Omnivore","Terrestrial"
"Coturnix pectoralis",0,0,0,0,0,0,0,0,0,1,"Phasianidae","Galliformes","AVIBASE-98984CAD",5,2,3,0,4,14.5,7.8,5.8,5.7,23,100,45.8,54.7,45.6,33.4,101.9,"Dunning","NA","NO","NA","NA","Grassland",2,"1","Herbivore","Granivore","Terrestrial"
"Cracticus nigrogularis",0,0,0,0,0,0,0,0,0,1,"Artamidae","Passeriformes","AVIBASE-B731E469",14,5,9,0,4,43.9,27.1,9.8,13.8,36.5,171.8,48.5,125,27.9,129.3,128,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Carnivore","Omnivore","Insessorial"
"Cracticus torquatus",0,0,0,0,0,0,0,0,0,1,"Artamidae","Passeriformes","AVIBASE-9CD4E6BB",10,4,5,1,4,40.4,28.6,9.2,12.5,30,145.1,39.2,108.4,26.4,110.6,82.9,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Omnivore","Omnivore","Insessorial"
"Cranioleuca pyrrhophia",0,0,0,0,0,0,0,0,1,0,"Furnariidae","Passeriformes","AVIBASE-38BD5816",11,3,8,0,4,15.4,10,2.7,3.4,18.1,62.1,9.7,52.4,15.6,68.2,14.9,"Dunning","NA","NO","NA","NA","Forest",2,"1","Carnivore","Invertivore","Insessorial"
"Creatophora cinerea",1,1,0,0,0,0,1,0,0,0,"Sturnidae","Passeriformes","AVIBASE-9D95139B",10,4,4,2,3,26.3,14.8,5.4,5.8,29.4,118,35.2,82.9,29.8,64.4,73,"Dunning","NA","NO","NA","NA","Shrubland",3,"2","Omnivore","Invertivore","Terrestrial"
"Crex crex",1,1,0,0,0,0,0,0,0,0,"Rallidae","Gruiformes","AVIBASE-7E257242",5,2,3,0,4,24.2,10.2,3.5,6.4,40.5,137,46.4,89.6,34.1,51.2,154.9,"Dunning","NA","NO","NA","NA","Grassland",2,"3","Carnivore","Omnivore","Terrestrial"
"Crinifer piscator",1,0,0,0,0,0,0,0,0,0,"Musophagidae","Musophagiformes","AVIBASE-3C3092F9",5,2,3,0,4,29.6,18.4,12.2,15.8,41.9,224,44.3,180.2,19.7,227,370,"Dunning","NA","NO","NA","NA","Woodland",3,"1","Herbivore","Frugivore","Insessorial"
"Crithagra albogularis",0,0,0,0,0,0,1,0,0,0,"Fringillidae","Passeriformes","AVIBASE-294A70CC",5,2,3,0,4,16.2,9.9,7.5,9.9,19.4,78.8,18.8,58.7,24.1,55.9,27.1,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Herbivore","Omnivore","Insessorial"
"Crithagra atrogularis",0,0,0,0,0,0,1,0,0,0,"Fringillidae","Passeriformes","AVIBASE-D12CDD0F",5,2,3,0,4,10.8,6.6,4.5,5.7,13.4,71.3,18.8,51.5,26.7,46,11.4,"Dunning","NA","NO","NA","NA","Woodland",3,"1","Herbivore","Granivore","Generalist"
"Crithagra flaviventris",0,0,0,0,0,0,1,0,0,0,"Fringillidae","Passeriformes","AVIBASE-4746346C",8,4,4,0,4,11.4,7.6,5.6,7.2,17.7,70.4,16,54.1,22.8,53.1,16.2,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Herbivore","Omnivore","Insessorial"
